,image,bookName,author,interpreter,publisher,price,title,text,pages,dimensons,publicationDate,language,isbn
400,https://i.idefix.com/cache/500x400-0/originals/0001912772001-1.jpg,Piri Türkistan Hoca Ahmet Yesevi, Kolektif ,,Diyanet İşleri Başkanlığı,"18,25 TL",Piri Türkistan Hoca Ahmet Yesevi Kitap Açıklaması,"
İslâm dünyası yaşadığı toplumun ilim, sanat ve fikir hayatına yön veren sayısız ilim adamı yetiştirmiştir. Zaman ve mekân kabuğunu kırarak evrensel olabilmeyi başarabilen ilim ve gönül adamlarımızdan birisi de ona Asya bozkırlarında yetişen hoca Ahmet Yesevidir. Onun hikmetleri orta asyadan ve Anadolu’dan tutun yetmiş iki dilin konuşulduğu coğrafyalara kadar güncel sorunlara çözüm önerileri sunmaktadır. Diyanet işleri başkanlığı tarafından yayın dünyasına kazandırılan Piri Türkistan Hoca Ahmet Yesevi isimli eser, yaşadığı çağdan günümüze ışık tutan, rehber ve önder bir kişiliği haiz hoca Ahmet Yesevi’nin ilim dünyamız da buluşturulmasına katkı sağlayacaktır.
 
(Tanıtım Bülteninden)
 
",413,"14 x 22,5",2021,Türkçe,9789751967558
401,https://i.idefix.com/cache/500x400-0/originals/0001953520001-1.jpg,Beyin Nedir'den Yaşam Nedir'e Bir Hayat Serüveni: Türker Kılıç,Mert İnan,,Epsilon Yayınevi,"44,55 TL",Beyin Nedir'den Yaşam Nedir'e Bir Hayat Serüveni: Türker Kılıç Kitap Açıklaması,"
“ANLAMAKTAN DOĞAN SEVİNÇ”İ ÖĞRENMEK
Prof. Dr. Türker Kılıç hem çok bizden hem de bize çok farklı bir dünyadan. Zaten elinizdeki kitabı farklılaştıran da “bizden” bir ailenin “hep farklı sorular” soran çocuğunun, nasıl giderek dünyanın en seçkin beyin cerrahlarından ve yeni bir bilim felsefesini aralayan beyinbilimcilerinden biri hâline gelmesinin öyküsü olması...
Türker Kılıç, Balkanlar’dan Bursa’ya göç eden orta halli bir ailenin ilk çocuğu olarak dünyaya geldi. Çevresinden farklıydı ve henüz ilkokul sıralarında içine düşen bilim aşkıyla, insan beyninin gizemlerini araştırmaya başladı. Kılıç’ın çok çalışarak, çok okuyarak, çok anlayarak ve çok araştırarak var etmeyi başardığı “cevher” ise her girdiği okulda, ortamda fark edildi. Henüz çocuk yaşta kendi yolunu çizmeye karar verdiğinde ise Muradiye Mahallesi’nde başlayan serüven Harvard’a, oradan da Avrupa Bilim ve Sanat Akademisi’ne kadar uzanacaktı. Kılıç, en zor koşullarda bile pes etmiyor, vazgeçmiyordu. Daha iyi bir yaşam ve daha iyi bir dünya için kafa yorarken iyi bir bilim insanı, iyi bir cerrah ve iyi bir eğitimci olmanın yanı sıra iyi bir aile babası olmayı başardı.
Yaşamının her dönemi örnek başarılarla dolu bir bilim insanı olan Prof. Dr. Türker Kılıç, yeni bilimsel paradigmadan doğacak “yeni uygarlık”ın şifrelerini, insan beyni ve nöronal bağlantı üzerinden ortaya koydu. Prof. Dr. Kılıç’ın geleceğin bilim insanlarına örnek olacak sıradışı yaşam öyküsü, aynı zamanda başarıya giden sürecin yol haritasını da Türkiye’nin geleceğini yaratacak genç bilim insanlarına sunuyor. Yeni bilimsel anlayışın ortaya çıkış öyküsü, her yetkin düşünürde olduğu gibi Prof. Dr. Kılıç’ın kendi yaşamıyla birlikte ilerliyor. Bağlantısal Bütünsellik düşüncesi, sadece insan beyninin sırlarını, beynin nasıl düşünce ürettiğini değil, evrendeki madde, enerji, canlı, cansız her parçanın iletişim içinde varolduğunu ortaya koyuyor.
Yeni bilimin yönteminin “Bağlantısallık”, yeni kültürün ise “Yaşamdaşlık” olması neden önemli?
“Nasıl daha iyi ve güzel bir yaşam kurabiliriz?” sorusuna kişisel bir yanıtımızın olması hayatımızı nasıl farklılaştırıyor?
Bilim en yetkin bilgi işleme sisteminin insan beyni olduğunu varsayarken, aslında en yetkin bilgi işleme sisteminin yaşamın kendisi olduğu sonucu nasıl ortaya çıktı?
Biyolojik bilgi işleme sistemi olan insan beyni nasıl düşünce üretip zihin evrenimizi oluşturuyor?
Yeni bilimsel yöntemin ortaya çıkaracağı kültürel kodlarda neler saklı?
Bilimsel devrimin ardından kurumlar, eğitim, inançlar hayatımızda nasıl konumlanacak?
Yapay zekâ, insanlığın sonunu mu getirecek yoksa yaşamı zenginleştirecek mi?
Covid-19 salgın süreciyle birlikte nasıl bir düşünsel değişim yaşanacak?
 
(Tanıtım Bülteninden)
 
",216,"13,5 x 21",2021,Türkçe,9786254140556
402,https://i.idefix.com/cache/500x400-0/originals/0001885748001-1.jpg,Veli Yılmaz: Devrimci Gazeteci 1950 - 1993,Eray Yılmaz,,İletişim Yayıncılık,"49,0 TL",Veli Yılmaz: Devrimci Gazeteci 1950 - 1993 Kitap Açıklaması,"
Halkın Kurtuluşu gazetesinin yazarı ve yazı işleri müdürü olarak 12 Eylül döneminde dünyada rekor sayılan 750 yıla yakın hapis cezasına çarptırılan Veli Yılmaz’ın hikâyesi, bir yanıyla, bir dönem hikâyesidir. Belki daha doğrusu, iki dönemin hikâyesi: 1970’li yılların devrimci sosyalist hareketinin ve 12 Eylül 1980 askerî darbesi sonrası dikta rejiminin...
Veli Yılmaz’ın hikâyesi, elbette, yöneticilerinden olduğu Halkın Kurtuluşu ve Türkiye Devrimci Komünist Partisi hareketinin tarihine de ışık tutuyor. Üzerine görece az yayın yapılmış bir hareket olması, kitabın bu yanını ayrıca önemli kılıyor. Ama bunların ötesinde, yazarının deyişiyle “Şebinkarahisarlı hiç yaşlanmamış bir genç”in hayat hikâyesidir kitap. Zeki, mücadeleci, azimli, cesur, çalışkan, sakin, güven veren ve mizah duygusu taşıyan bir şahsiyetin, bir karakterin hikâyesi. Eray Yılmaz’ın arşiv ve tanıklıklara dayanan anlatısı, zengin bir belge, kupür ve fotoğraf çalışmasıyla destekleniyor. Eşi ve hayat arkadaşı, gazeteci Neyyire Özkan’la yıllar süren mektuplaşmasından örnekler, kitabın başlı başına değerli bir parçasını oluşturuyor.
 
(Tanıtım Bülteninden)
 
",214,"13 x 19,5",2020,Türkçe,9789750529450
403,https://i.idefix.com/cache/500x400-0/originals/0000000524757-1.jpg,Seyrani,Mustafa İslamoğlu,,Düşün Yayınları,"45,5 TL",Seyrani Kitap Açıklaması,"
20 yıllık bir hikaye bu.Kütüphanemi karıştırıyordum. Hiç gözden ve elden geçirmediğim bir köşesinde, adeta görünmemek için 'zulaya' saklanmış gibi duran kalın bir dosya ilişti gözüme. Elime aldım. Elle yapılmış karton kapağında büyücek ""Seyrani"" yazıyordu. İnce pelür kağıda, daktiloyla inci gibi dizilmiş satırlar.20 yıl öncesine gitti zihnim. Birden hatırlarım canlandı. Buruk duygular kapladı içimi. Bu benim ilk kitap çalışmamdı. Hemşehrim ünlü halk ozanı seyrani ve şiirlerini içeriyordu. Fakat yayımlanamamıştı.Bu yayımlanamayışın ilginç bir de hikayesi var:Ben eseri bitirdikten sonra geçtiğimiz yıllarda kaybettiğimiz can dostum Hasan Ali Kasır, biraz da kendisine tahlim edilen bir görevi yerine getirmek için ""Seyrani""sini hazırhlamaya başladı. Kasır'ın Seyrani'si basıldıktan sonra ben kendi eserimi basmaktan vazgeçtim.Çok daha büyüklerini hak eden bir dostluk için, küçük bir jestti bu. (Tanıtım Bülteninden)",344,,2000,Türkçe,9789755501543
404,https://i.idefix.com/cache/500x400-0/originals/0001944656001-1.jpg,Fizik Kimya Biyoloji - İslam Medeniyetinde Bilim Öncüleri 4, Kolektif ,,Mana Yayınları,"76,0 TL",Fizik Kimya Biyoloji - İslam Medeniyetinde Bilim Öncüleri 4 Kitap Açıklaması,"
Müslüman dünyada dini ilimlerle ilgilenen bilim adamları çok itibar görmüştür. Diğer dünyevi ve pozitif ilimlerle ilgilenen bilim adamlarına karşı ise maalesef, birinci gruptakiler kadar ilgi gösterilmemiştir. Askere teknolojiyi, yazara kâğıdı, hastaya sağlığı, halkın rahatlığı için mimariyi üreten onlarken; belki de pozitif ayrımcılık sebebiyle, ilk grup gibi itibar görememişlerdir. Dahası zaman zaman ilk grup tarafından da aşağılanmışlardır.Aslında İslam dünyası maddi boyutlarda o günden bugüne gelebildiyse bunda önemli bir oranda onların payı ve emeği vardır. Bundan dolayıdır ki bu bilim insanlarına karşı vefa borcumuz bulunmaktadır.İşte bu projemizde dini ilimler dışındaki alanlarda yeni keşifler ve atılımlar yapmış “İslam Medeniyetindeki Bilim Öncüleri”ni araştırdık. Her bir ilim dalındaki öncü bilginlerimizi ayrı bir kitapta tanıtmak istedik. Bu sebeple dokuz alan belirledik ve her alanla ilgili yaklaşık elli bilim insanını kapsayacak bir kitap şeklinde projemizi hazırladık.Projenin ismine de uygun olacak şekilde ilkesel olarak ilgili alanda yeni bir icat yapan, alana bir yenilik getiren, farklı bir şeyler ortaya koyan ve bilineni bir tık ileri götürenleri mercek altına aldık ve bu bilim insanlarının biyografilerini ve ilme katkılarını burada aktardık. Böylece İslam Medeniyet Tarihindeki bu kıymetli 443 bilim öncüsüne karşı borcumuzu bir nebze yerine getirmek amacında olduk.
",272,15 x 23,2021,Türkçe,9786052339527
405,https://i.idefix.com/cache/500x400-0/originals/0001830494001-1.jpg,Bitmeyen Deniz Gezmiş-Mücadelesi İdamı Ölümsüzlüğü,Mustafa Balbay,,Halk Kitabevi,"52,5 TL",Bitmeyen Deniz Gezmiş-Mücadelesi İdamı Ölümsüzlüğü Kitap Açıklaması,"
Deniz Gezmiş, bitmeyen bir mücadelenin adıdır.
20 yaşından sonraki 5 yıllık yaşamının yarısı hapiste, yarısı sokaklarda geçti. 25’inde idam sehpasını kendisi devirirken çoktan ölümsüzlüğe ulaşmıştı.
Onu, İstanbul’da Sabahhattin Ali’nin, Bursa’da Nazım Hikmet’in koğuşunda yatırdılar. Bu kadarı yetmedi, 1971’de yakalandıktan sonra bir süre de Kayseri Cezaevinde Celal Bayar’ın yattığı bölüme koydular. İkinci kurtuluş savaşı gerektiğine inanarak bitmeyen bir azimle mücadele eden Deniz’in yaşamı boyunca en çok kullandığı cümlelerden biri şuydu:
“Tam bağımsız Türkiye!”
 
(Tanıtım Bülteninden)
 
",,"13,5 x 19,5",2019,,9786058054325
406,https://i.idefix.com/cache/500x400-0/originals/0001944659001-1.jpg,Sanat Mimari - İslam Medeniyetinde Bilim Öncüleri 7, Kolektif ,,Mana Yayınları,"56,0 TL",Sanat Mimari - İslam Medeniyetinde Bilim Öncüleri 7 Kitap Açıklaması,"
Müslüman dünyada dini ilimlerle ilgilenen bilim adamları çok itibar görmüştür. Diğer dünyevi ve pozitif ilimlerle ilgilenen bilim adamlarına karşı ise maalesef, birinci gruptakiler kadar ilgi gösterilmemiştir. Askere teknolojiyi, yazara kâğıdı, hastaya sağlığı, halkın rahatlığı için mimariyi üreten onlarken; belki de pozitif ayrımcılık sebebiyle, ilk grup gibi itibar görememişlerdir. Dahası zaman zaman ilk grup tarafından da aşağılanmışlardır.Aslında İslam dünyası maddi boyutlarda o günden bugüne gelebildiyse bunda önemli bir oranda onların payı ve emeği vardır. Bundan dolayıdır ki bu bilim insanlarına karşı vefa borcumuz bulunmaktadır.İşte bu projemizde dini ilimler dışındaki alanlarda yeni keşifler ve atılımlar yapmış “İslam Medeniyetindeki Bilim Öncüleri”ni araştırdık. Her bir ilim dalındaki öncü bilginlerimizi ayrı bir kitapta tanıtmak istedik. Bu sebeple dokuz alan belirledik ve her alanla ilgili yaklaşık elli bilim insanını kapsayacak bir kitap şeklinde projemizi hazırladık.Projenin ismine de uygun olacak şekilde ilkesel olarak ilgili alanda yeni bir icat yapan, alana bir yenilik getiren, farklı bir şeyler ortaya koyan ve bilineni bir tık ileri götürenleri mercek altına aldık ve bu bilim insanlarının biyografilerini ve ilme katkılarını burada aktardık. Böylece İslam Medeniyet Tarihindeki bu kıymetli 443 bilim öncüsüne karşı borcumuzu bir nebze yerine getirmek amacında olduk.
",208,15 x 23,2021,Türkçe,9786052339558
407,https://i.idefix.com/cache/500x400-0/originals/0001779972001-1.jpg,İnsanlığın Sığınağı: Alp Arslan,Cihan Piyadeoğlu,,Erdem Yayınları,"28,0 TL",İnsanlığın Sığınağı: Alp Arslan Kitap Açıklaması,"
Türk tarihi dendiğinde hemen akla gelecek ilk isim olmasına rağmen yeterince anlaşılmayan tarihi şahsiyetlerden biridir Sultan Alp Arslan: Eylemleriyle sadece Türklerin değil Avrupalıların tarihinde de farklı bir konumu hak ediyor. Sultan’ın hamasi anlatılara, içi boş savunmalara değil askerliği, devlet adamlığıyla birlikte diğer özellikleriyle kaynaklara dayalı bilgilerle derinden kavranmaya ihtiyacı vardır.
Anadolu’da Türkleşme sürecini başlatarak tarihe geçen Alp Arslan, Selçuklular’ın devletleşme sürecini tamamlayan ve devletin tamamına hükmen ilk sultandır. Askeri ve siyasi kişiliğinin yanında ilme verdiği kıymetle tarihimizde önemli bir yere sahiptir. Ancak bu özelliği gölgede kalmıştır. Nizamiye Medreseleri için Nizamülmülk’e izin vermekle kalmayıp ülkenin farklı şehirlerine yayılmasını istemiş ve bu uğurda devletin bütün imkânlarını da seferber etmiştir.
Kitap Doğumu ve Gençlik Yılları, Sultanlık Dönemi, Malazgirt Öncesi ve Sonrası ve Sultan Alp Arslan’ın Kişisel Özellikleri başlıklarını içeren dört bölümden meydana geliyor. Prof. Dr. Cihan Piyadeoğlu’nun kaleme aldığı İnsanlığın Sığınağı Alp Arslan kitabında sultanın adil, hayırsever, iradeli, liyakatli liderlik özellikleriyle birlikte pek çok isim ve olay hakkında da bilmediklerini fark edecek, yaşadığı dönemden bugüne etkilerini sürdüren Sultan Alp Arslan’la yeniden tanışacaksınız.
 

(Tanıtım Bülteninden)
 

",,"12,5 x 21",2018,,9786052790083
408,https://i.idefix.com/cache/500x400-0/originals/0001783971001-1.jpg,İbnülemin'in Rüyaları,İbrahim Öztürkçü,,Dergah Yayınları,"30,4 TL",İbnülemin'in Rüyaları Kitap Açıklaması,"
Dostları tarafından “eşsiz bir müverrih, canlı bir kütüphane ve ayaklı bir tarih” olarak tarif edilen İbnülemin Mahmud Kemal İnal, maziyle bağları koparmanın hüküm sürdüğü bir devirde yakın tarihin ve zengin kültürümüzün gizemli dünyasına açılan büyük bir pencere oldu. Bugün de öyledir.
Orijinali yaklaşık 70 varaktan ibaret olan ve 1895 ile 1927 arasında görülen rüyaları ihtiva eden bu eser, örneklerine çok sık rastlamadığımız rüya tahkiyeleridir. Merkezinde müellifin “tasavvufî neşvesi” ve pek bilmediğimiz mansıp arayışları olmakla birlikte rüyaların mekânları ve cereyanları çok renkli ve zengindir. Hz. Peygamber’in teşrif ettiği rüyalar hayli bereketli; devrin ekâbirinin gelip geçtiği rüyalar da bol miktardadır. Ayrıca hususi üslup, ciddiyet, terbiye, latife onlara eşlik ediyor.
İlk defa gün yüzüne çıkan İbnülemin’in Rüyaları, bir taraftan bir devr-i kadim efendisinin psiko-biyografisine dair ipuçları taşırken, rüyalara dair araştırmalara da yeni imkânlar sağlayacaktır.
 
(Tanıtım Bülteninden)
 
 
",,"13,5 x 21",2018,,9789759959302
409,https://i.idefix.com/cache/500x400-0/originals/0001878216001-1.jpg,Sivaslı Son Devir Osmanlı Uleması,Erol Kaya,,Arı Sanat Yayınevi,"31,95 TL",Sivaslı Son Devir Osmanlı Uleması Kitap Açıklaması,"
Bu çalışma, ağırlıklı olarak Osmanlı Devleti'nde 19. yüzyılın son kırk yılı ile 20. yüzyılın ilk otuz yılı arasındaki dönemde yaşamış Sivas doğumlu ulemanın biyografisini ihtiva etmektedir. Diğer bir deyişle, Osmanlı Devleti'nde doğmuş ve yine o dönemde ömürlerini tamamlamış ulema ile Osmanlı Devleti'nde doğmuş ve Türkiye Cumhuriyeti döneminde ömrünü tamamlamış kişilerin biyografileri çalışılmıştır.
Bir anlamda Osmanlı Devleti'nden Türkiye Cumhuriyeti'ne geçişte ulemanın biyografileri üzerinden bir durum tespiti yapılarak bu geçiş dönemindeki Osmanlı ilmiyesine ait bazı verilerin ortaya konulmasına da gayret edilmiştir.
 
(Tanıtım Bülteninden)
 
",182,"13,5 x 21",2020,Türkçe,9786257018029
410,https://i.idefix.com/cache/500x400-0/originals/0001869501001-1.jpg,Sarı Saltuk,Ziya Şakir,,Akıl Fikir Yayınları,"24,35 TL",Sarı Saltuk Kitap Açıklaması,"
Hacı Bektaş Veli’nin verdiği vazife Sarı Saltık’ı son derece de sevindirmişti çünkü hizmet zamanı gelmişti. Artık kendisi de başka bir diyara gidecek, Ahmet Yesevi’nin ocağından ve mürşidi Hacı Bektaş Veli’nin ilim ve irfanından aldığı bilgiyi oradaki gönüllere bir tohum gibi serpecekti.
Sarı Saltık, bu sevinçle yol hazırlığını bitirdi. Hacı Bektaş Veli’nin emriyle kendisine yetmiş adet yol arkadaşı seçti. Bu işleri bitirdikten sonra mürşidinin huzuruna gelerek niyaz etti:
- Yolculuğa hazırım, ya Hünkâr… Himmet …
Hünkâr Hacı Bektaş Veli onun eline tahtadan bir kılıç ile bir seccade, bir sancak verdi. Bunlara bir davul ile birkaç kudüm de ilave etti. Sonra, elini omzuna dayayıp:
- Sarı Saltık’ım! Seni, bir ejderhanın telef edilmesi için gönderiyorum. Fakat maksat bu değildir. Asıl öldürülecek bir ejder varsa, o da İslam dinine ve Türk milletine muhalif hareketlerdir… Bugün seni öyle bir kâfir diyarına gönderiyorum ki, yarın oralar ehli İslamın ve Türk milletinin olacaktır. Senin bugün göstereceğin himmet, yarın mücahitlere yol açacaktır. Var, git. Dobruca’daki işini bitir. Oradan Leh ve Ceh diyarına göç. Gidebildiğin kadar git. Gezebildiğin kadar gez. Yorulma, yılma, usanma, haydi uğurun açık olsun! Seni, sana emanet ettim.
 
(Tanıtım Bülteninden)
 
",56,"13 x 19,5",2020,Türkçe,9786052068724
411,https://i.idefix.com/cache/500x400-0/originals/0001860843001-1.jpg,Selahaddin-İslam'ın Birleştirici Gücü Kudretli Sultan,Stanley Lane Poople,Ebru Berrin Alpay,Elips Kitapları,"45,5 TL",Selahaddin-İslam'ın Birleştirici Gücü Kudretli Sultan Kitap Açıklaması,"
Batı dünyası ve düşüncesi iki “Şarklı” lideri asla unutmadı, unutamadı. Orta Doğu ve Orta Asya’nın dini olarak İslam, Batı için kayda değer bir muhatap değildir. Avrupa, İslam’ı ve Müslümanları uzun yıllar kendi klasmanında görmedi.
İspanya ve Portekiz’i İslam toprağına dönüştüren ve Fransa’yı tehdit eden Endülüs İslam Medeniyeti’nin barbarca ve benzeri görülmemiş yöntemlerle yok edilmesi Avrupa’nın ve papalığın kendine güvenini tahkim etmişti.
Papalığın “önleyici tedbir” olarak büyüklü küçüklü sayısız Haçlı seferi İslam medeniyetini 13. yüzyıla kadar Orta Doğu ve Orta Asya’ya hapsetmişti.
Batılıların travma yaşamasına yol açan Şark’ın Sultanı Selahaddin, Kudüs’ü yeniden ve bir kez daha fethederek, Fatih Sultan Mehmet’in İstanbul’u fethetmesinin yolunu açmıştır. Dolayısıyla bu iki lider Batılılar için bugünkü söylemle fenomen olmuştur.
İnsanları düşmanlarına bakarak değerlendirmek ve derecelendirmek en iyi metottur. “Aslan Yürekli” olarak bilinen I. Richard, Selahaddin’i düşmanı olarak görmekle birlikte vasıflarına önemli vurgular yapar.
Bu kitap, “düşmanın” gözünden Selahaddin’i anlatmaktadır.
 
(Tanıtım Bülteninden)
 
",347,"13,5 x 19,5",2020,Türkçe,9786051215266
412,https://i.idefix.com/cache/500x400-0/originals/0001862629001-1.jpg,Ludwig Wittgenstein,Edward Kanterian,Kadir Daniş,Ketebe,"46,2 TL",Ludwig Wittgenstein Kitap Açıklaması,"
Felsefe tarihinin en farklı, en önemli filozoflarından Wittgenstein’ı yaratan şartlar, ortam ve olaylar nelerdi? Edward Kanterian, Ludwig Wittgenstein üzerine daha önce yazılmış güvenilir biyografilerden, filozofun kendi günlüğü ve mektuplarından, çağdaşlarının onun hakkında söylediklerinden ve daha pek çok kaynaktan yararlanarak bu büyük fakat tuhaf adamın hayatını, felsefesini, iç dünyasını, deyiş yerindeyse ruh ve hayat dökümünü sunuyor.
Avrupa’nın sayılı sanayi zenginlerinden birinin oğlu olmasına rağmen Tolstoy’u okuya okuya sade, özgeci bir yaşamı tercih eden; zaman zaman çevresindekiler tarafından “aziz” sanılsa da kendisi şahsiyetinden -öyle ki “itiraf krizleri geçirecek kadar”- hiç hoşnut olmayan, en büyük eserini Birinci Dünya Savaşı’nın en hararetli günlerinde cephede kaleme alan, sıra dışı aşklar yaşayıp sıra dışı seyahatlere çıkan, ömrünce yaşamın ortasında olmasına rağmen intiharın kıyısında gezinen bir hayat Ludwig’inki… Kanterian, akademik titizliği göz dolduran Ludwig Wittgenstein ile akıcı bir roman gibi heyecanla okunabilecek, biyografi türünün en iyi örnekleri arasına girmesi kaçınılmaz bir çalışma ortaya koyuyor.
 
(Tanıtım Bülteninden)
 
",236,"13,5 x 21",2020,Türkçe,9786257014274
413,https://i.idefix.com/cache/500x400-0/originals/0000000544641-1.jpg,Namık Kemal,İhsan Dinç,,Kastaş Yayınları,"21,0 TL",Namık Kemal Kitap Açıklaması,"
",175,,2003,Türkçe,9789752820012
414,https://i.idefix.com/cache/500x400-0/originals/0000000534587-1.jpg,Onaltıncı Yüzyıl Tezkirelerinde Şairin Dünyası,Süleyman Solmaz,Edip Erdoğan,Akçağ Yayınları,"94,5 TL",Onaltıncı Yüzyıl Tezkirelerinde Şairin Dünyası Kitap Açıklaması,"
",670,,2000,Türkçe,9786055413392
415,https://i.idefix.com/cache/500x400-0/originals/0001983128001-1.jpg,Ebülfez Elçibey: Hayatı ve Siyasi Mücadelesi,Çilenay Samedbeyli,,Ötüken Neşriyat,"41,8 TL",Ebülfez Elçibey: Hayatı ve Siyasi Mücadelesi Kitap Açıklaması,"
Azerbaycan bağımsızlık lideri Ebülfez Elçibey’in çocukluk yıllarından vefatına kadarki hayatının, kızı Çilenay Samedbeyli tarafından anlatıldığı bu kitapta, onu bir devlet adamı, bir ideolog ve bir demokrat olarak şekillendiren dinamikler ele alınmıştır. Kendisinin hem hayatı hem de mücadelesi anlatılırken onun karakteri, ailesi, kurmuş olduğu dostluklar ve sosyal çevresi de konu kapsamında değerlendirilerek bir Elçibey portresi çizilmiştir.
Elçibey, sadece bir devlet adamı, bir ideolog ve bir demokrat değildi. O, bir dava ve aksiyon adamıydı. Bu vasıflar onda sanki doğuştan vardı. Zira o, çocukluğunu da akranları gibi yaşamamış; Azerbaycan meselesi, o yaşlardan itibaren bile bir problem olarak zihnini işgal etmişti.
Henüz çocukluk yıllarından itibaren Azerbaycan’ın tarihî süreç içerisinde yaşadığı değişimlere ilgi duymaya başlamış olan Elçibey, zamanla bölünerek Rus ve Fars hâkimiyetine girmiş olan Azerbaycan’ın geçmişini öğrenmiş, geleceğini inşa etmiştir. Gençlik yıllarından itibaren SSCB hakimiyetindeki Kuzey Azerbaycan’ın bağımsızlığı uğruna mücadele eden Elçibey, bir sonraki hedefini İran hâkimiyetindeki Güney Azerbaycan olarak belirlemiştir. Ufku, ülkesinin sınırlarının çok ötelerine taşan Elçibey’in, hayattaki en büyük ideali ise “Türk Birliği” olmuştur.
Kuzey Azerbaycan’da liderlik yaptığı bağımsızlık hareketinin başarıya ulaşmasının ardından Azerbaycan cumhurbaşkanı seçilen Elçibey, görevini sürdürdüğü kısa süre içerisinde Azerbaycan’ı bağımsız bir Türk cumhuriyeti olarak yeniden yapılandırmıştır. SSCB ve İran’ın ölüm uykusuna yatırmaya çalıştığı Türklük şuurunu hem Kuzey Azerbaycan’da hem Güney Azerbaycan’da bir daha dalmamak üzere uyandırmayı kendisine hedef bilmiştir.
Elçibey’in ömrü, bütün ideallerini gerçekleştirmek için kâfi gelmemiştir ama o, mücadelesi ve şahsiyetiyle  ebedîleşmiştir.
 
(Tanıtım Bülteninden)
 
",183,"13,5 x 21",2022,Türkçe,9786254082146
416,https://i.idefix.com/cache/500x400-0/originals/0001811585001-1.jpg,Açık Yaranın Sesi-Bir Politik Anlatı Olarak Ahmet Kaya Şarkıları,İlkay Kara,,İletişim Yayıncılık,"45,5 TL",Açık Yaranın Sesi-Bir Politik Anlatı Olarak Ahmet Kaya Şarkıları Kitap Açıklaması,"
Ahmet Kaya’nınki 1957’de Malatya’da başlayıp 2000 yılında Paris’te sürgünde sonlanan, içinden göç, yoksulluk, devrimcilik, hapishane, albümler, konserler, şiirler, yasaklamalar, toplatma kararları, televizyon programlar, ödüller, hayranlar ve şöhret geçen bir hayat. İlkay Kara, bu hayatın şarkılara da sinen yansımalarına bakarak bir tür “direnişin” ve “kapanmayan yaraların sesi” olarak Ahmet Kaya şarkılarındaki politik tutumları ele alıyor, Türkiye’deki toplumsal muhalefetin zaman içinde ürettiği anlam dünyasını Ahmet Kaya şarkıları aracılığıyla açığa çıkarmaya çalışıyor. Ahmet Kaya’nın düne, şimdiye ve geleceğe dair bakış açılarının şarkı sözleri aracılığıyla izlendiği Açık Yaranın Sesi’nde Ahmet Kaya repertuvarındaki mücadele tecrübesini anımsatan şarkılar; yas şarkıları; “sızı”lı şarkılar; ihbara, ihanete ve korkuya dair şarkılar; tezgâhtarların, fabrika kızlarının, emekçilerin şarkıları; açlığın ve yoksulluğun şarkıları; aşk şarkıları; dağlara söylenen, Kürt sorununa dair şarkılar teorik bir zemine oturuyor. Hem Türkiye’deki toplumsal mücadelenin müzikle ilişkisine bakan hem biyografik olmasa daAhmet Kaya’nın hayatının arka planına mercek tutan, okurken mutlaka eşlik edilecek şarkılar bulunacak bir kitap.
''Bana bir çocuk diyor ki, ‘Ahmet Abi ben bugüne kadar Ferdi Özbeğen’i dinliyordum, devrimcilerin böyle şarkılar yaptığını bilmiyordum. İzin verir misin, devrimci olabilir miyim?’ diyor. Bir taraftan başka biri diyor: ‘Ahmet Abi senin için komünist diyorlar, çok üzülüyorum.''
 
(Tanıtım Bülteninden)
 
",,"13,5 x 19,5",2019,,9789750526763
417,https://i.idefix.com/cache/500x400-0/originals/0001954573001-1.jpg,Gandhi: Sivil Ruh,Emine Ebru,,Kafe Kültür Yayıncılık,"31,5 TL",Gandhi: Sivil Ruh Kitap Açıklaması,"
Kendin için bir şey yapmayacaksan; kim yapacak?Başkası için bir şey yapmayacaksan; var olmanın anlamı ne?Şimdi yapmayacaksan; ne zaman?
Mahatma Gandhi’nin hepimize ilham veren bu tarz söylemleri, kendi ülke gerçeğini bilen, insanını tanıyan bir önderin bağımsızlık mücadelesi sürecindeki farklı eylem türünün günümüzde de nasıl etkili olduğunu kanıtlıyor aslında. Barışın, doğrunun, kendini bilmenin, irade gücünün simgesi olmuş bu büyük insanın yaşamından süzülüp gelen sözler günümüz insanı için de bir esin kaynağı oluşturuyor.
Gandhi felsefesinin özellikle siyasal açıdan sorunlu ülkelerde, bugünün dünya liderlerinin politikalarını biçimlendirmede önemli bir rolü olmuştur ve uluslararası politikanın geleceğini etkilemeye de devam edecektir.
Geride bıraktığımız yüzyıla damgasını vurmuş önemli şahsiyetler arasında yer aldığını biliyoruz. Kimileri onu sömürgecilikten kurtuluşun lideri olarak görürken, insanlığı manevi olarak canlandırabilecek bir peygamber olarak görenler de oldu ama çoğu kişi için o yalnızca gerçekten kayda değer biridir, bilgeliğin ve iyiliğin cisimleşmiş halidir. Yalnızca hayran olunacak bir tür ermiş değildir, o özellikle bir eylem insanıdır, bir reformcudur, hatta bir devrimcidir. Bir düşünür olarak ise bizler onun yaşamını örnek olarak ele alacağız.
 
(Tanıtım Bülteninden)
 
",160,"13,5 x 19,5",2021,Türkçe,9786051434155
